,Neighbourhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
481,Greenwich,51.47789000000006,-0.013339999999971042,Green Pea,51.483995670784935,0.0012713878007775167,English Restaurant
482,Greenwich,51.47789000000006,-0.013339999999971042,Everest Curry King,51.466011610245914,-0.019656034700388247,Bistro
483,Greenwich,51.47789000000006,-0.013339999999971042,The Wilderness Deer Park,51.47563670984615,0.007237268186367384,Zoo
484,Greenwich,51.47789000000006,-0.013339999999971042,Eat Vietnam,51.483996,-0.032088,Vietnamese Restaurant
485,Greenwich,51.47789000000006,-0.013339999999971042,Spit and Roast,51.466137689772246,-0.01961804498070766,Food Truck
486,Greenwich,51.47789000000006,-0.013339999999971042,Mughead Coffee,51.47586,-0.035706,Coffee Shop
487,Greenwich,51.47789000000006,-0.013339999999971042,Efes Meze,51.48501603668299,0.004208409807340311,Mediterranean Restaurant
488,Greenwich,51.47789000000006,-0.013339999999971042,Mountain View,51.484824,0.003913,Indian Restaurant
489,Greenwich,51.47789000000006,-0.013339999999971042,Good & Proper Tea,51.46812183373455,-0.024813742456498,Tea Room
490,Greenwich,51.47789000000006,-0.013339999999971042,The Pelton Arms,51.48681264003772,0.0024497316305946326,Pub
491,Greenwich,51.47789000000006,-0.013339999999971042,Red Lion Coffee Co,51.47623373016064,-0.03707071588512085,Coffee Shop
492,Greenwich,51.47789000000006,-0.013339999999971042,Asda,51.465088,-0.0166273,Grocery Store / Supermarket
493,Greenwich,51.47789000000006,-0.013339999999971042,Blackheath Tea Hut,51.471802478594846,-0.00010007742361862107,Dining and Drinking
494,Greenwich,51.47789000000006,-0.013339999999971042,The Vanbrugh,51.483409892929885,0.007990781708083221,Pub
495,Greenwich,51.47789000000006,-0.013339999999971042,The Crown,51.485077045912966,0.004730937878969499,Bar
496,Greenwich,51.47789000000006,-0.013339999999971042,Hubbub,51.49215612868186,-0.024166471462658635,Bistro
497,Greenwich,51.47789000000006,-0.013339999999971042,La Salumeria,51.485262543969746,0.005026868683781264,Gourmet Store
498,Greenwich,51.47789000000006,-0.013339999999971042,Paranhodu,51.47242406658139,-0.03165559174435786,Fast Food Restaurant
499,Greenwich,51.47789000000006,-0.013339999999971042,The Talbot,51.467257284567154,-0.023486667132346727,Bar
500,Hackney,51.53183965710751,-0.06165979978878913,Rocket Barber Shop,51.53171238685527,-0.06252810377200549,Barbershop
501,Hackney,51.53183965710751,-0.06165979978878913,Ozone Coffee Roasters,51.53251,-0.061191,Coffee Shop
502,Hackney,51.53183965710751,-0.06165979978878913,Sebright Arms,51.53205819640725,-0.06315206917157185,Pub
503,Hackney,51.53183965710751,-0.06165979978878913,Hackney Coffee Company,51.53240155176233,-0.05835390454781894,Coffee Shop
504,Hackney,51.53183965710751,-0.06165979978878913,The-Common,51.52937038873192,-0.06100062763170199,Coffee Shop
505,Hackney,51.53183965710751,-0.06165979978878913,The Queen Adelaide,51.532344104583515,-0.05895435610349358,Gay Bar
506,Hackney,51.53183965710751,-0.06165979978878913,The Virgin Queen,51.53368033383224,-0.06443460975121965,Pub
507,Hackney,51.53183965710751,-0.06165979978878913,Hackney Canal,51.534030096444326,-0.058794021606445306,Canal
508,Hackney,51.53183965710751,-0.06165979978878913,Hackney City Farm,51.531767643268644,-0.06642097695624682,Restaurant
509,Hackney,51.53183965710751,-0.06165979978878913,Love Shack,51.532207,-0.057091,Vegan and Vegetarian Restaurant
510,Hackney,51.53183965710751,-0.06165979978878913,A Portuguese Love Affair Deli Cafe,51.53118942104948,-0.06655479147809011,Coffee Shop
511,Hackney,51.53183965710751,-0.06165979978878913,Frizzante,51.5316948795553,-0.06639513778714735,Italian Restaurant
512,Hackney,51.53183965710751,-0.06165979978878913,Sodo Pizza - Bethnal Green,51.52973124754724,-0.05669266039684634,Pizzeria
513,Hackney,51.53183965710751,-0.06165979978878913,"Acton's Lock, Regent's Canal",51.53559353690913,-0.06366257349900646,Canal Lock
514,Hackney,51.53183965710751,-0.06165979978878913,The Hive of Vyner St,51.534187,-0.057197,Wine Bar
515,Hackney,51.53183965710751,-0.06165979978878913,Italina,51.53029848315733,-0.056227878816925786,Italian Restaurant
516,Hackney,51.53183965710751,-0.06165979978878913,Flower Warehouse,51.53386127934853,-0.057397090561792506,Flower Store
517,Hackney,51.53183965710751,-0.06165979978878913,Satan's Whiskers,51.52958839622787,-0.05599732597767542,Cocktail Bar
518,Hackney,51.53183965710751,-0.06165979978878913,The Broadway Bookshop,51.5358209375085,-0.062136275897725385,Bookstore
519,Hackney,51.53183965710751,-0.06165979978878913,Bistrotheque,51.534130135900014,-0.056122439543209224,French Restaurant
520,Hackney,51.53183965710751,-0.06165979978878913,Isle of Olive,51.535865234281516,-0.061658499134152195,Gourmet Store
521,Hackney,51.53183965710751,-0.06165979978878913,The Laughing Heart,51.53117337766498,-0.06800187952458082,Wine Bar
522,Hackney,51.53183965710751,-0.06165979978878913,Da Terra,51.53066528049453,-0.05521369153369485,Modern European Restaurant
523,Hackney,51.53183965710751,-0.06165979978878913,Haggerston Park,51.533749793069674,-0.06829977035522461,Park
524,Hackney,51.53183965710751,-0.06165979978878913,The Bach,51.535993994766734,-0.06201056369381055,Café
525,Hackney,51.53183965710751,-0.06165979978878913,Mother Kelly's Bottle Shop & Tap Room,51.52841340778298,-0.05584270159248104,Beer Bar
526,Hackney,51.53183965710751,-0.06165979978878913,Nelly Duff,51.52971434419299,-0.06883672986448341,Art Gallery
527,Hackney,51.53183965710751,-0.06165979978878913,Lanark Coffee,51.53098583050659,-0.06912261191632774,Coffee Shop
528,Hackney,51.53183965710751,-0.06165979978878913,The Marksman,51.530863,-0.069572,Pub
529,Hackney,51.53183965710751,-0.06165979978878913,The Sun Inn,51.527251866790415,-0.05831422002258571,Wine Bar
530,Hackney,51.53183965710751,-0.06165979978878913,Campania Gastronomia,51.529850795667194,-0.06868630681944737,Italian Restaurant
531,Hackney,51.53183965710751,-0.06165979978878913,The Beehive,51.528416,-0.055739656,Coffee Shop
532,Hackney,51.53183965710751,-0.06165979978878913,Second Shot Coffee,51.52741157015986,-0.056625380024357616,Coffee Shop
533,Hackney,51.53183965710751,-0.06165979978878913,Columbia Road Flower Market,51.529358148183654,-0.0695657730102539,Flower Store
534,Hackney,51.53183965710751,-0.06165979978878913,The Last Tuesday Society,51.534703,-0.057328,Art Gallery
535,Hackney,51.53183965710751,-0.06165979978878913,The Old George,51.52701,-0.06083,Bar
536,Hackney,51.53183965710751,-0.06165979978878913,E Pellicci,51.526516,-0.063426,Café
537,Hackney,51.53183965710751,-0.06165979978878913,The Royal Oak,51.52955364862908,-0.0693086192292293,Pub
538,Hackney,51.53183965710751,-0.06165979978878913,Dom’s Subs,51.531267,-0.069079,Sandwich Restaurant
539,Hackney,51.53183965710751,-0.06165979978878913,Bethnal Green Tavern,51.526996,-0.05848,Pub
540,Hackney,51.53183965710751,-0.06165979978878913,Coupette,51.52713295692342,-0.0590603970546924,Cocktail Bar
541,Hackney,51.53183965710751,-0.06165979978878913,Sam's Cafe,51.526424286164136,-0.06505559002735123,Bar
542,Hackney,51.53183965710751,-0.06165979978878913,Brawn,51.528912924034444,-0.0703129817333181,French Restaurant
543,Hackney,51.53183965710751,-0.06165979978878913,Old Street Brewery & Taproom,51.52694979790773,-0.056425817912283925,Brewery
544,Hackney,51.53183965710751,-0.06165979978878913,Choosing Keeping,51.52924199287803,-0.06966676854853995,Office Supply Store
545,Hackney,51.53183965710751,-0.06165979978878913,Cafe 338,51.526582360920315,-0.06325761890890141,Café
546,Hackney,51.53183965710751,-0.06165979978878913,Pavilion Bakery,51.52926176852781,-0.06958545795762676,Bakery
547,Hackney,51.53183965710751,-0.06165979978878913,Renegade London Wine,51.527004720063,-0.05638127099145621,Wine Bar
548,Hackney,51.53183965710751,-0.06165979978878913,The Kings Arms,51.525753907299006,-0.06586763497321266,Pub
549,Hackney,51.53183965710751,-0.06165979978878913,Sager + Wilde,51.530919,-0.072164,Wine Bar
550,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,The Captain Cook,51.481222184398575,-0.2097778892669888,Pub
551,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Queens Club Private Gardens,51.48586146854113,-0.20865070368739289,Garden
552,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,The Colton Arms,51.48657836797342,-0.2108350396156311,Bar
553,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Baileys Fish & Chips Take Away,51.480452391665665,-0.2039872762981498,Fish and Chips Shop
554,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,The Fulham Mitre,51.47996955919702,-0.20260945210527004,Pub
555,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Jaffa Bakery,51.48357,-0.201032,Bakery
556,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Best Mangal,51.48934100908821,-0.20603373846623305,Turkish Restaurant
557,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Local Hero,51.476263823385615,-0.2047131948006687,Café
558,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Eat-Aroi cafe,51.4895125766171,-0.20612478906113857,Thai Restaurant
559,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Barons Court Theatre,51.489359556482235,-0.20938463683730826,Concert Hall
560,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Nuntee Thai Cuisine,51.4767946242089,-0.20341968891406056,Thai Restaurant
561,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Bonjour Brioche,51.489999497019696,-0.20639002761804778,Coffee Shop
562,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Gail's Artisan Bakery,51.476830215911484,-0.20266835836891653,Bakery
563,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Ta’mini Lebanese Bakery,51.476727,-0.202933,Bakery
564,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Sukho,51.47447099479184,-0.20674637296090861,Thai Restaurant
565,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Cock Tavern,51.48144915681102,-0.19937161020433758,Bar
566,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,La Pizzica,51.47499399695748,-0.2062793711155009,Bar
567,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Coffee Underground,51.49038384985958,-0.20662905768376533,Coffee Shop
568,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,The Fulham Tattoo Centre,51.47862415385864,-0.20029207472652527,Tattoo Parlor
569,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Vagabond Wines,51.481182176306824,-0.19799625774611201,Liquor Store
570,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Shot Espresso,51.48061440798473,-0.19814848886444159,Café
571,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Waitrose,51.4802976,-0.199125,Grocery Store / Supermarket
572,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Manuka Kitchen Fulham Road,51.4797737,-0.198993,Restaurant
573,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Chosen Bun,51.47927146624163,-0.1993417739868164,Burger Joint
574,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Boys N Berry,51.47492069214313,-0.20631400134594996,Café
575,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Best Mangal II,51.49104485001578,-0.20721731978807661,Turkish Restaurant
576,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Dacha Delicatessen Russian Shop,51.479528,-0.199094,Convenience Store
577,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Harwood Arms,51.482900847539945,-0.19644728894703647,Bar
578,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Whole Foods Market,51.48015769535036,-0.19624659242115827,Gourmet Store
579,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Best Mangal,51.48003123292507,-0.19835107609815794,Turkish Restaurant
580,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Nells Jazz & Blues,51.492302639844496,-0.207442045211792,Jazz and Blues Venue
581,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Megan's by the Green,51.474767896510585,-0.20066430189401974,Café
582,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Market Hall Fulham,51.48011681131934,-0.19525956123260982,Restaurant
583,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,The White Horse,51.47431895586565,-0.2004821573731667,Beer Bar
584,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Parsons Green,51.473355,-0.199792,Restaurant
585,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Savas Hair & Beauty,51.47880373121212,-0.19361257553100586,Hair Salon
586,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Pitch,51.480180766712536,-0.19444018222683798,Coffee Shop
587,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Hammersmith Tattoo,51.49487721928951,-0.21118491555760244,Tattoo Parlor
588,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Eel Brook Common,51.47655853629954,-0.19491677085170522,Park
589,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Chelsea FC Museum,51.48246643300376,-0.19148852051124135,Museum
590,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Bayley & Sage,51.47324403838169,-0.19785217236703198,Cheese Store
591,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Cacciari's,51.49408087205101,-0.2017364674496096,Pizzeria
592,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Mathew Harding End,51.48223813101211,-0.19144535064697266,Stadium
593,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Stamford Bridge,51.481810515561335,-0.19098401069641113,Stadium
594,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,The Chelsea FC Megastore,51.4808061711658,-0.19094267010424973,Sporting Goods Retail
595,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Earl's Court Farmers' Market,51.48919231005335,-0.19365442686270493,Farmers' Market
596,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Mohsen,51.49514285965707,-0.20320572126188216,Fast Food Restaurant
597,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Santa Maria,51.477502,-0.19066,Pizzeria
598,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Black Rabbit Cafe,51.488344576659266,-0.1935213804244995,Coffee Shop
599,Hammersmith and Fulham,51.48260000000005,-0.21287999999992735,Under the Bridge,51.48170610132176,-0.1897398587369026,Concert Hall
600,Haringey,51.58359820097909,-0.10272732779420347,Jam in a Jar,51.584478864038225,-0.1001701990169748,Concert Hall
601,Haringey,51.58359820097909,-0.10272732779420347,Bun & Bar,51.58276059450603,-0.09977649163850395,Wine Bar
602,Haringey,51.58359820097909,-0.10272732779420347,Yasar Halim,51.581020759548224,-0.09944300432408418,Bakery
603,Haringey,51.58359820097909,-0.10272732779420347,Brouhaha,51.58116691892197,-0.09953551278604558,Bar
604,Haringey,51.58359820097909,-0.10272732779420347,Gokyuzu Restaurant,51.580509908210054,-0.0992588599367196,Turkish Restaurant
605,Haringey,51.58359820097909,-0.10272732779420347,Hala Restaurant,51.580330391780336,-0.09926999832254388,Halal Restaurant
606,Haringey,51.58359820097909,-0.10272732779420347,Music & Beans,51.579910854631095,-0.09926242143637126,Café
607,Haringey,51.58359820097909,-0.10272732779420347,Antepliler Doner,51.579477699798495,-0.09900865749643388,"Cafes, Coffee, and Tea Houses"
608,Haringey,51.58359820097909,-0.10272732779420347,Autograf Restaurant,51.58764224979119,-0.0991901767019941,Eastern European Restaurant
609,Haringey,51.58359820097909,-0.10272732779420347,The Dusty Knuckle,51.578878,-0.099219,Bakery
610,Haringey,51.58359820097909,-0.10272732779420347,Moka,51.577876725194386,-0.10435370786070261,Café
611,Haringey,51.58359820097909,-0.10272732779420347,But First Coffee,51.57750436606648,-0.10614854570296177,Coffee Shop
612,Haringey,51.58359820097909,-0.10272732779420347,Agora Greek Bakery,51.588674,-0.109644,Bakery
613,Haringey,51.58359820097909,-0.10272732779420347,Harran Restaurant,51.577869505272844,-0.09884449457307204,Turkish Restaurant
614,Haringey,51.58359820097909,-0.10272732779420347,Karizma,51.5773208743426,-0.0988327055364333,Hair Salon
615,Haringey,51.58359820097909,-0.10272732779420347,Chestnuts Park,51.581911388826136,-0.08986922959800246,Park
616,Haringey,51.58359820097909,-0.10272732779420347,Stationers Park,51.57790674794202,-0.11020235337284749,Park
617,Haringey,51.58359820097909,-0.10272732779420347,Coco Lounge,51.58607411718888,-0.08994725716862915,Lounge
618,Haringey,51.58359820097909,-0.10272732779420347,Forks & Green,51.586403328879335,-0.08765687371060188,Coffee Shop
619,Haringey,51.58359820097909,-0.10272732779420347,Tomo Pizzeria & Restaurant,51.587770892577,-0.11700790705600664,Pizzeria
620,Haringey,51.58359820097909,-0.10272732779420347,Downhills Park Cafe,51.58946950167248,-0.08960723876953125,Urban Park
621,Haringey,51.58359820097909,-0.10272732779420347,The Banc,51.58625221940566,-0.08877406538516659,Fast Food Restaurant
622,Haringey,51.58359820097909,-0.10272732779420347,London Mets & London Meteors Softball & Baseball Field,51.57410467640004,-0.09852227222186447,Baseball Field
623,Haringey,51.58359820097909,-0.10272732779420347,Umut Ocakbasi Restaurant,51.586163476183074,-0.09126786428561788,Turkish Restaurant
624,Haringey,51.58359820097909,-0.10272732779420347,Londis,51.57383105583259,-0.11255460034375836,Convenience Store
625,Haringey,51.58359820097909,-0.10272732779420347,Parkland Walk,51.57369229403431,-0.11447668075561523,Hiking Trail
626,Haringey,51.58359820097909,-0.10272732779420347,New River Studios,51.57484776395148,-0.08798988683904155,Concert Hall
627,Haringey,51.58359820097909,-0.10272732779420347,Dobar,51.571438,-0.09625241,Pizzeria
628,Haringey,51.58359820097909,-0.10272732779420347,The Finsbury,51.57188178012556,-0.09651277426903708,Concert Hall
629,Haringey,51.58359820097909,-0.10272732779420347,Simply Organique,51.57088082669778,-0.0957757070509577,Organic Grocery
630,Haringey,51.58359820097909,-0.10272732779420347,Finsbury Park,51.57032146844705,-0.10093688964843749,"Cafes, Coffee, and Tea Houses"
631,Haringey,51.58359820097909,-0.10272732779420347,Lordship Recreation Ground,51.59368685804906,-0.08843941681741962,Park
632,Haringey,51.58359820097909,-0.10272732779420347,Coffee Circus,51.57790657450104,-0.12353779410738387,Coffee Shop
633,Haringey,51.58359820097909,-0.10272732779420347,Nickel,51.577255,-0.12333803,Wine Bar
634,Haringey,51.58359820097909,-0.10272732779420347,Sacro Cuore,51.577954951704186,-0.12435274847972086,Pizzeria
635,Haringey,51.58359820097909,-0.10272732779420347,Max's Sandwich Shop,51.5708546344468,-0.11637072179921595,Sandwich Restaurant
636,Haringey,51.58359820097909,-0.10272732779420347,Woodberry Wetlands,51.57067344133686,-0.08885622024536133,Nature Preserve
637,Haringey,51.58359820097909,-0.10272732779420347,Pizzeria Pappagone,51.569539468117945,-0.11272585625632313,Pizzeria
638,Haringey,51.58359820097909,-0.10272732779420347,Blue Legume,51.577629434836886,-0.12325580926968108,Café
639,Haringey,51.58359820097909,-0.10272732779420347,New River Path,51.57057254856698,-0.08986584725680728,Hiking Trail
640,Haringey,51.58359820097909,-0.10272732779420347,Brave Sir Robin,51.570953620668156,-0.1168666412452992,Pub
641,Haringey,51.58359820097909,-0.10272732779420347,The Faltering Fullback,51.568503833511535,-0.10824882288324733,Beer Garden
642,Haringey,51.58359820097909,-0.10272732779420347,Jai Krishna,51.570071,-0.114315,Indian Restaurant
643,Haringey,51.58359820097909,-0.10272732779420347,Jacks,51.570199910388126,-0.11396134730009992,Liquor Store
644,Haringey,51.58359820097909,-0.10272732779420347,Tesco Express,51.59005404992656,-0.09287625017622407,Grocery Store / Supermarket
645,Haringey,51.58359820097909,-0.10272732779420347,Zer Coffee & Juice Bar,51.57115015251743,-0.08984688584150276,Café
646,Haringey,51.58359820097909,-0.10272732779420347,Petek,51.56835037799153,-0.11018047298862704,Mediterranean Restaurant
647,Haringey,51.58359820097909,-0.10272732779420347,Big Bowl Noodle,51.589042849122144,-0.07980500882754867,Chinese Restaurant
648,Haringey,51.58359820097909,-0.10272732779420347,K K McCools,51.58630149926564,-0.08893400430679321,Bar
649,Haringey,51.58359820097909,-0.10272732779420347,Il Piccolo Diavolo,51.57078353300297,-0.11609005319382029,Pizzeria
650,Harrow,51.513180000000034,-0.10697999999996455,The Courtauld Gallery,51.5115843854343,-0.11755949510958881,Art Gallery
651,Harrow,51.513180000000034,-0.10697999999996455,Novello Theatre,51.512279575946984,-0.1193221327698747,Concert Hall
652,Harrow,51.513180000000034,-0.10697999999996455,Lyceum Theatre,51.51159771114791,-0.11978483440420226,Concert Hall
653,Harrow,51.513180000000034,-0.10697999999996455,"Theatre Royal, Drury Lane",51.513066778067355,-0.12030367354297458,Concert Hall
654,Harrow,51.513180000000034,-0.10697999999996455,Augustus Harris,51.51275465266538,-0.12070055526662146,Wine Bar
655,Harrow,51.513180000000034,-0.10697999999996455,Savoy Theatre,51.50994444810864,-0.12086423016972793,Music Venue
656,Harrow,51.513180000000034,-0.10697999999996455,Sushisamba Covent Garden,51.512232067758305,-0.12237087210280448,Sushi Restaurant
657,Harrow,51.513180000000034,-0.10697999999996455,Kastner & Ovens,51.51344414651399,-0.12255614942563876,Fast Food Restaurant
658,Harrow,51.513180000000034,-0.10697999999996455,Covent Garden Market,51.51197662809401,-0.12279871749342419,Shopping Plaza
659,Harrow,51.513180000000034,-0.10697999999996455,Ladurée,51.512016,-0.122743,"Cafes, Coffee, and Tea Houses"
660,Harrow,51.513180000000034,-0.10697999999996455,Apple Covent Garden,51.512214,-0.123568,Computers and Electronics Retail
661,Harrow,51.513180000000034,-0.10697999999996455,Adelphi Theatre,51.510383315931705,-0.12306828257522057,Concert Hall
662,Harrow,51.513180000000034,-0.10697999999996455,Victoria Embankment Gardens,51.508135223356234,-0.12207889450158034,Garden
663,Harrow,51.513180000000034,-0.10697999999996455,Sticks 'n' Sushi,51.511038,-0.123655,Sushi Restaurant
664,Harrow,51.513180000000034,-0.10697999999996455,Flat Iron,51.51084146746025,-0.12409270211070839,Steakhouse
665,Harrow,51.513180000000034,-0.10697999999996455,Aesop,51.51167254074796,-0.1241713646515219,Skin Care Clinic
666,Harrow,51.513180000000034,-0.10697999999996455,The Whisky Exchange,51.50997403524115,-0.12371298354018469,Liquor Store
667,Harrow,51.513180000000034,-0.10697999999996455,Muji,51.512928684291104,-0.12459537840672516,Clothing Store
668,Harrow,51.513180000000034,-0.10697999999996455,Mr Fogg's Society of Exploration,51.50976945656456,-0.12353152739495614,Cocktail Bar
669,Harrow,51.513180000000034,-0.10697999999996455,Dr Martens,51.513746690739524,-0.12486914389241684,Shoe Store
670,Harrow,51.513180000000034,-0.10697999999996455,Gordon's Wine Bar,51.5079110929777,-0.12329310178756714,Wine Bar
671,Harrow,51.513180000000034,-0.10697999999996455,Hawksmoor Seven Dials,51.513366,-0.125625,Steakhouse
672,Harrow,51.513180000000034,-0.10697999999996455,Arôme Bakery,51.513005,-0.126258,Bakery
673,Harrow,51.513180000000034,-0.10697999999996455,London Graphic Centre,51.51330472277616,-0.12625820333868554,Arts and Crafts Store
674,Harrow,51.513180000000034,-0.10697999999996455,Neal's Yard,51.5144435925274,-0.12641346209909118,Pedestrian Plaza
675,Harrow,51.513180000000034,-0.10697999999996455,Jubilee Gardens,51.50390095882086,-0.11833906173706056,Park
676,Harrow,51.513180000000034,-0.10697999999996455,Homeslice,51.514528749695046,-0.12647486836273653,Pizzeria
677,Harrow,51.513180000000034,-0.10697999999996455,Monmouth Coffee Company,51.514314,-0.126824,Coffee Shop
678,Harrow,51.513180000000034,-0.10697999999996455,"The Harp, Covent Garden",51.50971937506041,-0.12594291840264304,Bar
679,Harrow,51.513180000000034,-0.10697999999996455,Dishoom,51.512383261762814,-0.12694895267486572,Indian Restaurant
680,Harrow,51.513180000000034,-0.10697999999996455,Barrafina,51.509426526936956,-0.1258944349847769,Tapas Restaurant
681,Harrow,51.513180000000034,-0.10697999999996455,The Alchemist,51.51145838787431,-0.12695483787760523,Cocktail Bar
682,Harrow,51.513180000000034,-0.10697999999996455,Whitehall Gardens,51.50574412842268,-0.12329578399658203,Landmarks and Outdoors
683,Harrow,51.513180000000034,-0.10697999999996455,Udderlicious,51.51372011564273,-0.12741111080853307,Ice Cream Parlor
684,Harrow,51.513180000000034,-0.10697999999996455,La Gelatiera,51.51104603319565,-0.1268280266920435,"Cafes, Coffee, and Tea Houses"
685,Harrow,51.513180000000034,-0.10697999999996455,Curry House CoCo Ichibanya,51.51187523574878,-0.12780946320967984,Japanese Curry Restaurant
686,Harrow,51.513180000000034,-0.10697999999996455,ESPA Life at Corinthia,51.506401908218095,-0.12511432170867917,Spa
687,Harrow,51.513180000000034,-0.10697999999996455,Fabrique,51.51352,-0.128575,Bakery
688,Harrow,51.513180000000034,-0.10697999999996455,Okan - South Bank,51.50204,-0.11819154,Japanese Restaurant
689,Harrow,51.513180000000034,-0.10697999999996455,East Trafalgar Square Fountain,51.508088051633095,-0.12769997119903564,Fountain
690,Harrow,51.513180000000034,-0.10697999999996455,National Gallery,51.50887601013219,-0.1284778118133545,Art Gallery
691,Harrow,51.513180000000034,-0.10697999999996455,Trafalgar Square,51.507987,-0.128048,Landmarks and Outdoors
692,Harrow,51.513180000000034,-0.10697999999996455,Sainsbury Wing National Gallery,51.508383964576424,-0.1290009759071342,Art Museum
693,Harrow,51.513180000000034,-0.10697999999996455,Horse Guards Parade,51.504847331160235,-0.12659034740377378,Building / Structure
694,Harrow,51.513180000000034,-0.10697999999996455,County Hall Restaurant,51.50193765161251,-0.12006535004714862,Tea Room
695,Harrow,51.513180000000034,-0.10697999999996455,The London Dungeon,51.502438390761164,-0.11939048767089845,Travel and Transportation
696,Harrow,51.513180000000034,-0.10697999999996455,Starbucks,51.501962,-0.117661,Coffee Shop
697,Harrow,51.513180000000034,-0.10697999999996455,Pret a Manger,51.50110601050641,-0.11960506439208984,Fast Food Restaurant
698,Harrow,51.513180000000034,-0.10697999999996455,Pommery Champagne Cafe Bar,51.503029730960726,-0.1193778121474343,Champagne Bar
699,Harrow,51.513180000000034,-0.10697999999996455,Sushisamba,51.51615630221785,-0.08116868702927604,Bar
700,Havering,51.54461001117929,-0.14426001354320306,Penguin Beach,51.535480934188726,-0.15247648375415418,Zoo
701,Havering,51.54461001117929,-0.14426001354320306,Butterfly Paradise,51.535140517104175,-0.15228198096643653,Zoo
702,Havering,51.54461001117929,-0.14426001354320306,Gorilla Kingdom,51.53555980111292,-0.1549320952681416,Zoo
703,Havering,51.54461001117929,-0.14426001354320306,Land of the Lions,51.53417356586757,-0.15290636680805925,Zoo
704,Havering,51.54461001117929,-0.14426001354320306,The Sheephaven Bay,51.53518331575245,-0.14168869399759387,Bar
705,Havering,51.54461001117929,-0.14426001354320306,ZSL London Zoo,51.53571369493518,-0.1557239974346836,Arts and Entertainment
706,Havering,51.54461001117929,-0.14426001354320306,Tiger Territory,51.53484509521252,-0.15484763425161863,Zoo
707,Havering,51.54461001117929,-0.14426001354320306,Bugs,51.534292972096246,-0.15170998491436288,Zoo
708,Havering,51.54461001117929,-0.14426001354320306,Giraffe House,51.5355937565812,-0.1575152862382847,Zoo
709,Havering,51.54461001117929,-0.14426001354320306,Sushi Salsa,51.53594610498834,-0.1433492330821045,Sushi Restaurant
710,Havering,51.54461001117929,-0.14426001354320306,Redemption Roasters,51.53578653699008,-0.12583099556592692,Coffee Shop
711,Havering,51.54461001117929,-0.14426001354320306,Barrafina,51.53590011070978,-0.12701424129724437,Tapas Restaurant
712,Havering,51.54461001117929,-0.14426001354320306,Coal Office,51.53503340532336,-0.12635434102956764,Mediterranean Restaurant
